"Team","Expected.Wins","Games","Average.Expected.Wins","SoS.Rank","Points.For","Points.Against","Py.Wins","Py.Losses","Wins.Over","Rank"
"Middle Tennessee",6.3400234726337,10,0.63400234726337,186,366,326,5.41362377499235,4.58637622500765,-0.926399697641354,96
"Minnesota",5.45304281807258,10,0.545304281807258,136,318,232,6.10439199668206,3.89560800331794,0.651349178609486,51
"Mississippi State",4.39764073322986,10,0.439764073322986,64,281,319,4.58127009115241,5.41872990884759,0.183629357922546,68
"Missouri",4.99670586590664,10,0.499670586590664,105,312,291,4.28324098391687,5.71675901608313,-0.71346488198977,88
"Navy",4.48311437916754,9,0.498123819907505,101,318,269,5.18900008521205,3.81099991478795,0.705885706044508,50
"Nebraska",4.45594479432508,10,0.445594479432508,67,283,226,6.56170380158876,3.43829619841124,2.10575900726368,18
"Nevada",6.33488273591555,10,0.633488273591555,185,222,301,3.57535416222113,6.42464583777887,-2.75952857369442,123
"New Mexico",6.71962721641846,10,0.671962721641846,195,367,305,5.84028475439429,4.15971524560571,-0.879342462024168,94
"New Mexico State",4.59745238328019,9,0.510828042586688,112,213,384,2.35961596341799,6.640384036582,-2.2378364198622,119
"North Carolina",4.94970438204911,10,0.494970438204911,99,335,264,6.0608446267153,3.9391553732847,1.11114024466619,40
"North Carolina State",4.64669902526302,10,0.464669902526302,79,269,231,5.85528594161602,4.14471405838398,1.208586916353,38
"North Texas",5.82631736996945,10,0.582631736996945,158,238,311,3.83687763210232,6.16312236789768,-1.98943973786712,116
"Northern Illinois",4.44999370053579,10,0.444999370053579,66,304,319,4.66912199175266,5.33087800824734,0.219128291216872,67
"Northwestern",3.60619136897378,10,0.360619136897378,26,253,215,5.27083039970166,4.72916960029834,1.66463903072788,28
"Notre Dame",4.8783991127094,10,0.48783991127094,95,313,255,5.26766180060213,4.73233819939787,0.389262687892736,61
"Ohio",6.50654234938327,10,0.650654234938327,191,293,230,6.43912649615191,3.56087350384809,-0.067415853231358,74
"Ohio State",3.81993304338309,10,0.381993304338309,40,465,127,8.35620857868022,1.64379142131978,4.53627553529714,2
"Oklahoma",4.71543256047564,10,0.471543256047564,84,442,308,6.52102984647027,3.47897015352973,1.80559728599463,25
"Oklahoma State",5.55694855259372,10,0.555694855259372,145,413,293,6.46587229578338,3.53412770421662,0.908923743189664,46
"Old Dominion",6.0689251606018,10,0.60689251606018,170,348,282,6.10144581814315,3.89855418185685,0.0325206575413501,70
"Ole Miss",3.7137505334107,10,0.37137505334107,32,354,315,5.56563764065751,4.43436235934249,1.85188710724681,23
"Oregon",3.77242504874689,10,0.377242504874689,36,371,435,4.31919172734773,5.68080827265226,0.546766678600846,57
"Oregon State",3.43842527760039,10,0.343842527760039,22,238,325,3.45787317468757,6.54212682531243,0.0194478970871805,71
"Penn State",3.75642246647245,10,0.375642246647245,35,355,261,6.60952038202423,3.39047961797577,2.85309791555178,10
"Pittsburgh",4.29528385405881,10,0.429528385405881,56,376,352,5.56201356164749,4.43798643835251,1.26672970758869,36
"Purdue",4.92873491894412,10,0.492873491894412,98,251,384,3.31554870360307,6.68445129639693,-1.61318621534105,108
"Rice",5.94984002696993,10,0.594984002696993,163,242,383,2.84382136875632,7.15617863124368,-3.10601865821361,127
"Rutgers",4.20357053553923,10,0.420357053553923,53,175,380,2.72065343780579,7.27934656219421,-1.48291709773344,102
"San Diego State",7.25261754280094,10,0.725261754280094,203,368,152,8.30086887796603,1.69913112203397,1.04825133516509,42
"San Jose State",5.44843406815213,10,0.544843406815213,135,239,361,3.21950618444724,6.78049381555276,-2.22892788370489,118
"SMU",5.1277424565302,10,0.51277424565302,113,274,325,4.52226407696591,5.47773592303409,-0.605478379564291,83
"South Alabama",4.82060023828824,9,0.535622248698694,126,212,233,3.79727817331573,5.20272182668427,-1.02332206497251,98
"South Carolina",4.80031097626271,10,0.480031097626271,91,180,211,4.04579160109113,5.95420839890887,-0.754519375171581,90
"South Florida",5.59450085137727,10,0.559450085137727,150,440,314,6.80783194499369,3.19216805500631,1.21333109361643,37
"Southern Miss",5.96529409961727,10,0.596529409961727,164,337,310,5.37581495651914,4.62418504348086,-0.589479143098129,82
"Stanford",3.67675401775044,10,0.367675401775044,31,231,194,6.12931634477463,3.87068365522537,2.45256232702419,14
"Syracuse",4.34217727292219,10,0.434217727292219,62,233,342,3.92266957967678,6.07733042032322,-0.419507693245412,79
"TCU",4.86276915572234,9,0.540307683969148,131,337,263,5.35743813040867,3.64256186959133,0.494668974686332,58
"Temple",5.48420710941969,10,0.548420710941969,139,325,204,6.79776151307765,3.20223848692235,1.31355440365796,34
"Tennessee",4.01061715944768,10,0.401061715944768,47,338,269,6.01423469483514,3.98576530516486,2.00361753538746,21
"Texas",4.5483912243814,10,0.45483912243814,73,353,323,5.53519923526376,4.46480076473624,0.986808010882363,44
"Texas A&M",4.45870377281689,10,0.445870377281689,68,363,222,6.62238670359224,3.37761329640776,2.16368293077535,17
"Texas State",5.0343550204368,9,0.559372780048533,149,192,367,2.12826185693723,6.87173814306277,-2.90609316349957,125
"Texas Tech",4.74100767750405,10,0.474100767750405,86,460,421,5.29139941767971,4.70860058232029,0.550391740175662,55
"Toledo",6.03173055150642,10,0.603173055150642,166,394,229,7.51461069712684,2.48538930287316,1.48288014562042,30
"Troy",5.62942512069427,9,0.625491680077142,181,343,194,6.56467861541241,2.43532138458759,0.93525349471814,45
"Tulane",5.21300009133352,10,0.521300009133352,116,251,288,3.58745023351697,6.41254976648303,-1.62554985781654,109
"Tulsa",5.46310372679141,10,0.546310372679141,138,422,321,6.33919781412236,3.66080218587764,0.876094087330951,47
"UCF",5.63111822803192,10,0.563111822803192,152,310,206,6.66550387177684,3.33449612822316,1.03438564374491,43
"UCLA",4.03918658428882,11,0.367198780389893,30,285,278,5.10394187901526,5.89605812098474,1.06475529472644,41
"UNLV",6.04197918812006,10,0.604197918812006,168,344,354,4.28092247013088,5.71907752986912,-1.76105671798918,111
"USC",3.5420764934802,10,0.35420764934802,24,314,225,6.44305444432969,3.55694555567031,2.90097795084949,9
"Utah",5.08249108994123,10,0.508249108994123,110,312,230,6.50692209661129,3.49307790338872,1.42443100667006,32
"Utah State",4.71261498183984,10,0.471261498183984,83,240,286,4.1061939341495,5.8938060658505,-0.606421047690342,84
"UTEP",5.32710619993414,9,0.591900688881571,162,198,341,2.36150615833809,6.63849384166191,-2.96560004159605,126
"UTSA",6.17025797055707,10,0.617025797055707,174,316,303,5.30551720657577,4.69448279342423,-0.864740763981301,92
"Vanderbilt",4.95402601079982,10,0.495402601079982,100,199,220,4.06819589158796,5.93180410841204,-0.885830119211859,95
"Virginia",3.99305872542106,10,0.399305872542106,44,243,322,3.42017407862355,6.57982592137645,-0.572884646797501,81
"Virginia Tech",5.06615768507152,10,0.506615768507152,108,334,212,6.51388354911823,3.48611645088177,1.44772586404671,31
"Wake Forest",5.22850414166301,10,0.522850414166301,118,204,210,5.18742120678162,4.81257879321838,-0.0410829348813886,73
"Washington",5.24221003438697,10,0.524221003438697,120,448,179,8.08007082284902,1.91992917715098,2.83786078846205,11
"Washington State",4.28539615768359,10,0.428539615768359,55,443,243,7.24700510858902,2.75299489141098,2.96160895090543,8
"West Virginia",4.74388654703194,9,0.527098505225771,123,290,185,6.31737367298837,2.68262632701163,1.57348712595643,29
"Western Kentucky",5.56313661595289,10,0.556313661595289,146,418,260,6.85485895049891,3.14514104950109,1.29172233454602,35
"Western Michigan",6.20026774048348,10,0.620026774048348,177,444,195,8.27531714671059,1.72468285328941,2.07504940622711,20
"Wisconsin",3.81037487244995,10,0.381037487244995,38,262,127,7.14050057417681,2.8594994258232,3.33012570172686,7
"Wyoming",5.49669862468367,10,0.549669862468367,142,389,337,5.92633570536168,4.07366429463832,0.429637080678007,59
