TEAM,WIN.PERC,WIN.MULT,SoS.MULT,SIM.WINS,SIM.LOSSES,SIM.PERC,RANK.SCORE,RANK,SIMURANK,ALT.RANK.SCORE,ALT.RANK
Tennessee,0.624456355,0.812228178,0.96783075,20561,11189,0.647590551,0.509070548,30,33,0.618775559,33
South Florida,0.691561505,0.845780752,0.862522447,21002,10748,0.661480315,0.48255312,33,31,0.618151652,34
Toledo,0.735006336,0.867503168,0.841367796,19458,12292,0.612850394,0.447312901,43,43,0.616557239,35
Kansas State,0.686006601,0.843003301,0.895376568,19485,12265,0.613700787,0.46322467,36,42,0.61405642,36
Northwestern,0.586294893,0.793147446,0.969135548,21802,9948,0.686677165,0.527826341,28,28,0.60769187,37
San Diego State,0.786810381,0.89340519,0.76936161,19315,12435,0.608346457,0.418147944,49,45,0.606343287,38
Pittsburgh,0.601486549,0.800743274,0.932089401,21527,10223,0.678015748,0.506046762,32,29,0.599764741,39
Navy,0.684564457,0.842282229,0.876633117,18727,13023,0.589826772,0.435511865,46,51,0.596683506,40
Utah,0.634187543,0.817093772,0.900631354,19574,12176,0.616503937,0.453685413,40,41,0.586280769,41
Tulsa,0.656708234,0.828354117,0.875774601,19118,12632,0.602141732,0.436824621,45,47,0.584132839,42
TCU,0.622210075,0.811105038,0.891145764,20250,11500,0.637795276,0.461006601,37,34,0.582251674,43
Louisiana Tech,0.703088908,0.851544454,0.792601461,20019,11731,0.630519685,0.425560042,47,37,0.581686092,44
Minnesota,0.660272133,0.830136066,0.897452899,17659,14091,0.556188976,0.414365248,51,56,0.580438419,45
Nebraska,0.594805511,0.797402755,0.934070852,19254,12496,0.606425197,0.451684086,41,46,0.572535392,46
Notre Dame,0.561929055,0.780964528,0.965456249,19890,11860,0.626456693,0.472340255,35,38,0.57049751,47
North Carolina,0.661923484,0.830961742,0.846286371,18334,13416,0.577448819,0.406080255,53,53,0.565934155,48
Colorado State,0.617771669,0.808885835,0.883821828,18784,12966,0.591622047,0.422957084,48,49,0.561207406,49
UCF,0.62883204,0.81441602,0.859901039,18909,12841,0.595559055,0.417080239,50,48,0.559008568,50
North Carolina State,0.562103748,0.781051874,0.929116325,17311,14439,0.545228346,0.395665694,55,59,0.529915961,51
Texas,0.507785291,0.753892645,0.938951195,20034,11716,0.630992126,0.446659387,44,36,0.528187779,52
Baylor,0.590571827,0.795285914,0.854965943,18001,13749,0.56696063,0.385500555,57,54,0.525599409,53
Ole Miss,0.474804786,0.737402393,1,19793,11957,0.623401575,0.459697813,38,39,0.524337049,54
Georgia Tech,0.563268956,0.781634478,0.90491219,16458,15292,0.518362205,0.366643065,62,65,0.512593365,55
Old Dominion,0.647887077,0.823943539,0.794164608,15373,16377,0.484188976,0.316827506,72,71,0.50441565,56
Arkansas State,0.578463578,0.789231789,0.853898081,16374,15376,0.515716535,0.347553498,66,66,0.501204804,57
Vanderbilt,0.523557085,0.761778542,0.936149126,16478,15272,0.518992126,0.370113171,61,64,0.499749047,58
Air Force,0.645405651,0.822702825,0.834633187,13228,18522,0.416629921,0.286081052,76,78,0.497994624,59
Arkansas,0.501603514,0.750801757,0.977621148,16178,15572,0.509543307,0.374004622,60,67,0.496766571,60
Middle Tennessee,0.589339271,0.794669636,0.806962978,17030,14720,0.536377953,0.34396254,68,60,0.495842633,61
Mississippi State,0.470975233,0.735487616,0.968311927,17424,14326,0.548787402,0.390836197,56,58,0.486963091,62
Texas Tech,0.502265762,0.751132881,0.907049216,16754,14996,0.527685039,0.359519464,63,61,0.479614857,63
Wyoming,0.542809609,0.771404804,0.887069781,15066,16684,0.474519685,0.324709024,71,72,0.479179896,64
Georgia,0.497946283,0.748973142,0.935413246,15884,15866,0.500283465,0.350498294,65,68,0.477284854,65
Ohio,0.624072841,0.812036421,0.779290641,14527,17223,0.457543307,0.289539071,75,74,0.476737186,66
UCLA,0.426711057,0.713355529,0.988013755,18538,13212,0.583874016,0.411517369,52,52,0.475688934,67
Missouri,0.498430468,0.749215234,0.932274881,15680,16070,0.493858268,0.344947428,67,69,0.474402226,68
California,0.418785778,0.709392889,0.966081174,18758,12992,0.59080315,0.404895781,54,50,0.466655088,69
Northern Illinois,0.503246538,0.751623269,0.869569803,16653,15097,0.524503937,0.34280995,69,62,0.466573307,70
Indiana,0.468508478,0.734254239,0.925082657,16615,15135,0.523307087,0.355454173,64,63,0.463375074,71
Iowa State,0.426790895,0.713395448,0.94975184,17574,14176,0.553511811,0.375031174,59,57,0.454734229,72
Kentucky,0.496823091,0.748411546,0.935030882,13751,17999,0.433102362,0.303079796,74,76,0.454064076,73
Oregon,0.408321869,0.704160934,0.954998115,17977,13773,0.566204724,0.38075703,58,55,0.448699318,74
UTSA,0.53217372,0.76608686,0.828924955,13809,17941,0.434929134,0.276192403,77,75,0.439064429,75
Army,0.744825957,0.872412979,0.75,5889,25861,0.185480315,0.121361576,114,121,0.43423975,76
Michigan State,0.416813914,0.708406957,0.962735086,15675,16075,0.493700787,0.336708002,70,70,0.432087849,77
New Mexico,0.590542215,0.795271108,0.790786534,10866,20884,0.34223622,0.215228828,89,91,0.425407294,78
Eastern Michigan,0.50162551,0.750812755,0.853541942,12727,19023,0.400850394,0.256885046,80,81,0.419055739,79
Oregon State,0.410190087,0.705095044,0.954557418,14643,17107,0.46119685,0.310410249,73,73,0.414765611,80
Southern Miss,0.555792651,0.777896326,0.837893769,9717,22033,0.306047244,0.199479906,92,100,0.412479215,81
Miami (OH),0.477264203,0.738632102,0.825933299,13252,18498,0.417385827,0.254630751,82,77,0.401920874,82
Central Michigan,0.487639924,0.743819962,0.857482564,11113,20637,0.350015748,0.223244471,86,89,0.395433738,83
Maryland,0.42248488,0.71124244,0.907801378,12765,18985,0.402047244,0.259588584,79,80,0.389703985,84
Duke,0.390272383,0.695136192,0.955011146,12622,19128,0.397543307,0.263914217,78,82,0.380990753,85
Wake Forest,0.425937293,0.712968647,0.89805125,11613,20137,0.36576378,0.234192105,85,85,0.376930272,86
Arizona State,0.395988885,0.697994442,0.921570465,12539,19211,0.394929134,0.254038585,83,83,0.374930818,87
Georgia Southern,0.493923323,0.746961661,0.84053508,9188,22562,0.289385827,0.181690162,100,103,0.373235195,88
South Alabama,0.491413737,0.745706869,0.805477246,10119,21631,0.318708661,0.19143233,93,95,0.370117943,89
Idaho,0.421775691,0.710887845,0.845829474,11006,20744,0.346645669,0.208434537,91,90,0.353382097,90
South Carolina,0.353524711,0.676762355,0.909093907,13212,18538,0.416125984,0.256017573,81,79,0.352966768,91
Utah State,0.381347419,0.69067371,0.904403768,11141,20609,0.350897638,0.219187474,87,88,0.346893908,92
SMU,0.345156075,0.672578038,0.927902687,12266,19484,0.386330709,0.241103961,84,84,0.342291069,93
Tulane,0.418547567,0.709273783,0.863082684,9211,22539,0.290110236,0.177594439,102,102,0.33753085,94
Ball State,0.436278723,0.718139361,0.814840322,9438,22312,0.297259843,0.173947218,103,101,0.336084944,95
Georgia State,0.374212224,0.687106112,0.854411418,11483,20267,0.361669291,0.212325664,90,86,0.333710562,96
Louisiana-Lafayette,0.410949636,0.705474818,0.824529579,10101,21649,0.318141732,0.185058227,98,96,0.331940665,97
Akron,0.382057856,0.691028928,0.852711492,10206,21544,0.321448819,0.189413173,95,93,0.324339689,98
Boston College,0.354295548,0.677147774,0.865500795,9789,21961,0.308314961,0.180694746,101,99,0.307200373,99
UNLV,0.411183368,0.705591684,0.822231419,7680,24070,0.241889764,0.140334681,110,111,0.306021844,100
Nevada,0.42248488,0.71124244,0.793668036,7653,24097,0.24103937,0.136064408,113,112,0.303888287,101
East Carolina,0.334637025,0.667318512,0.877236346,10298,21452,0.324346457,0.189871136,94,92,0.303819326,102
Cincinnati,0.31340067,0.656700335,0.887314628,10189,21561,0.320913386,0.18699617,97,94,0.292361128,103
Arizona,0.261756002,0.630878001,0.953981469,11448,20302,0.360566929,0.217005736,88,87,0.28666256,104
Virginia,0.276687568,0.638343784,0.936696757,10007,21743,0.315181102,0.188457671,96,97,0.277841932,105
North Texas,0.338595724,0.669297862,0.864446618,7854,23896,0.247370079,0.143121469,108,110,0.277588646,106
Syracuse,0.275663203,0.637831601,0.927628186,9915,21835,0.312283465,0.184768936,99,98,0.274569793,107
Charlotte,0.320100918,0.660050459,0.837928652,8330,23420,0.262362205,0.145106027,106,106,0.266268555,108
Kent State,0.313228135,0.656614068,0.849639977,8232,23518,0.259275591,0.144646108,107,107,0.263845961,109
Hawaii,0.304943792,0.652471896,0.839425473,8560,23190,0.269606299,0.147663783,104,104,0.260520491,110
Marshall,0.335441606,0.667720803,0.845488078,6607,25143,0.208094488,0.117479739,115,116,0.258439415,111
San Jose State,0.303493912,0.651746956,0.86106027,6468,25282,0.203716535,0.114324377,118,118,0.242123212,112
Purdue,0.259663663,0.629831831,0.901125089,7884,23866,0.248314961,0.14093296,109,109,0.238764614,113
Bowling Green,0.263298345,0.631649173,0.883192701,7899,23851,0.248787402,0.138790515,111,108,0.237957918,114
Florida International,0.292582434,0.646291217,0.852812051,6678,25072,0.210330709,0.115926912,117,115,0.236455453,115
New Mexico State,0.248166289,0.624083144,0.880712936,8415,23335,0.26503937,0.145675735,105,105,0.234055297,116
Illinois,0.240934758,0.620467379,0.945667545,7411,24339,0.233417323,0.136958983,112,113,0.229701895,117
UTEP,0.279007251,0.639503626,0.840597667,6922,24828,0.218015748,0.117197691,116,114,0.229027146,118
Massachusetts,0.270010384,0.635005192,0.860704642,6602,25148,0.207937008,0.11364837,119,117,0.22424513,119
Florida Atlantic,0.275196164,0.637598082,0.837511846,6159,25591,0.193984252,0.103586804,121,119,0.218314782,120
Rice,0.283571692,0.641785846,0.844977861,5336,26414,0.168062992,0.091139692,122,123,0.215762198,121
Louisiana-Monroe,0.251365633,0.625682816,0.858193406,5224,26526,0.164535433,0.088348431,124,124,0.198658697,122
Kansas,0.19003168,0.59501584,0.936606366,5931,25819,0.18680315,0.104104578,120,120,0.180924304,123
Fresno State,0.209773801,0.604886901,0.846367936,4726,27024,0.148850394,0.076204983,127,127,0.167980678,124
Connecticut,0.180528711,0.590264356,0.85770838,5636,26114,0.177511811,0.089869736,123,122,0.162397929,125
Buffalo,0.16876718,0.58438359,0.840943509,5046,26704,0.158929134,0.078103114,126,125,0.147592154,126
Rutgers,0.112191452,0.556095726,0.969926097,4952,26798,0.155968504,0.084125006,125,126,0.124534446,127
Texas State,0.135384332,0.567692166,0.835745732,2173,29577,0.068440945,0.032471553,128,128,0.0982449,128
