"Team","Previous.Score","Score","Rank"
"Tulane",1488.81947416706,1488.81947416706,98
"Tulsa",1777.17064983681,1777.17064983681,29
"UCF",1644.82252646246,1644.82252646246,56
"UCLA",1605.70704676174,1605.70704676174,66
"UNLV",1374.45344397098,1374.45344397098,117
"USC",1889.92195696688,1889.92195696688,8
"Utah",1728.01401274247,1728.01401274247,37
"Utah State",1523.24877241332,1523.24877241332,90
"UTEP",1365.78674175952,1365.78674175952,118
"UTSA",1585.46753300378,1585.46753300378,74
"Vanderbilt",1646.04525572678,1646.04525572678,55
"Virginia",1451.76144137605,1451.76144137605,105
"Virginia Tech",1730.02320947032,1730.02320947032,36
"Wake Forest",1565.28688620565,1565.28688620565,81
"Washington",1989.63237903985,1989.63237903985,5
"Washington State",1791.47125604602,1791.47125604602,23
"West Virginia",1740.70695221628,1740.70695221628,35
"Western Kentucky",1805.3625360258,1805.3625360258,20
"Western Michigan",2008.39344952983,2008.39344952983,4
"Wisconsin",1871.69872244804,1871.69872244804,9
"Wyoming",1682.5907885938,1682.5907885938,49
