"Team","Previous.Score","Score","Rank"
"Iowa",1789.06288016866,1789.06288016866,37
"Iowa State",1428.56658789711,1428.56658789711,105
"Kansas",1107.66592534731,1107.66592534731,124
"Kansas State",1713.70244586536,1713.70244586536,54
"Kent State",1421.99972222765,1421.99972222765,106
"Kentucky",1549.73892958754,1549.73892958754,85
"Louisiana-Lafayette",1588.74391331263,1588.74391331263,83
"Louisiana-Monroe",1518.93494146183,1518.93494146183,92
"Louisiana Tech",1592.94331315045,1592.94331315045,82
"Louisville",2017.28654038328,2017.28654038328,12
"LSU",1776.71759532682,1776.71759532682,39
"Marshall",1099.72367079407,1099.72367079407,125
"Maryland",2045.71530254643,2045.71530254643,9
"Massachusetts",1388.23122775174,1388.23122775174,108
"Memphis",1715.80455918336,1715.80455918336,53
"Miami (FL)",2345.39579781219,2345.39579781219,4
"Miami (OH)",1358.95483029672,1358.95483029672,110
"Michigan",2548.28517926997,2548.28517926997,2
"Michigan State",1646.92493562488,1646.92493562488,67
"Middle Tennessee",1626.62260611985,1626.62260611985,72
"Minnesota",1695.29430551942,1695.29430551942,57
"Mississippi State",1699.36097178175,1699.36097178175,55
"Missouri",1599.87012684255,1599.87012684255,79
"Navy",1655.03118736811,1655.03118736811,65
"Nebraska",1993.55202160652,1993.55202160652,14
"Nevada",1352.8596778123,1352.8596778123,111
"New Mexico",1246.45253003387,1246.45253003387,117
"New Mexico State",1218.53244642879,1218.53244642879,119
"North Carolina",1663.70139162592,1663.70139162592,62
"North Carolina State",2095.63394659313,2095.63394659313,6
"North Texas",1333.70098151064,1333.70098151064,114
"Northern Illinois",1450.21428599061,1450.21428599061,99
"Northwestern",1748.47491781732,1748.47491781732,42
"Notre Dame",1585.00477642843,1585.00477642843,84
"Ohio",1620.59930018059,1620.59930018059,73
"Ohio State",2655.53090076773,2655.53090076773,1
"Oklahoma",1824.97145736025,1824.97145736025,29
"Oklahoma State",1742.51019463323,1742.51019463323,45
"Old Dominion",1595.36163928972,1595.36163928972,81
"Ole Miss",1842.33251511292,1842.33251511292,27
"Oregon",1744.03490561097,1744.03490561097,44
"Oregon State",1429.4987875561,1429.4987875561,104
"Penn State",1716.99510814219,1716.99510814219,52
"Pittsburgh",1698.1175396874,1698.1175396874,56
"Purdue",1508.74345156154,1508.74345156154,96
"Rice",1083.0935624482,1083.0935624482,126
"Rutgers",1548.4473331677,1548.4473331677,86
"San Diego State",1660.23149387538,1660.23149387538,63
"San Jose State",1176.36335082214,1176.36335082214,120
"SMU",1400.1769467304,1400.1769467304,107
"South Alabama",1618.88141958156,1618.88141958156,75
"South Carolina",1513.20480864457,1513.20480864457,94
"South Florida",1821.64356893295,1821.64356893295,31
"Southern Miss",1775.99449787987,1775.99449787987,40
"Stanford",1936.55883463628,1936.55883463628,18
"Syracuse",1444.02505814152,1444.02505814152,100
"TCU",1805.52564824523,1805.52564824523,34
"Temple",1721.39594860849,1721.39594860849,50
"Tennessee",2015.61594159884,2015.61594159884,13
"Texas",1595.43887733135,1595.43887733135,80
"Texas A&M",2086.4367060104,2086.4367060104,7
"Texas State",1542.9461948909,1542.9461948909,88
"Texas Tech",1694.85825020662,1694.85825020662,58
"Toledo",1734.55403521971,1734.55403521971,46
"Troy",1887.65816699402,1887.65816699402,20
"Tulane",1619.05395624527,1619.05395624527,74
"Tulsa",1884.00038264876,1884.00038264876,21
"UCF",1799.94920970081,1799.94920970081,36
"UCLA",1806.03175284953,1806.03175284953,33
"UNLV",1443.66203299035,1443.66203299035,101
"USC",1734.04840992093,1734.04840992093,48
"Utah",1719.26296182501,1719.26296182501,51
"Utah State",1519.35074849234,1519.35074849234,90
"UTEP",1259.67325158964,1259.67325158964,116
"UTSA",1368.24042755693,1368.24042755693,109
"Vanderbilt",1601.81500082893,1601.81500082893,77
"Virginia",1601.1744014242,1601.1744014242,78
"Virginia Tech",1824.34201477467,1824.34201477467,30
"Wake Forest",1725.36073346742,1725.36073346742,49
"Washington",2389.99094345216,2389.99094345216,3
"Washington State",1859.43776541048,1859.43776541048,22
"West Virginia",1804.05805081083,1804.05805081083,35
"Western Kentucky",1629.01369015712,1629.01369015712,71
"Western Michigan",1970.24935704529,1970.24935704529,16
"Wisconsin",1849.52669662774,1849.52669662774,25
"Wyoming",1657.55436990917,1657.55436990917,64
