"Team","Expected.Wins","Games","Average.Expected.Wins","SoS.Rank","Points.For","Points.Against","Py.Wins","Py.Losses","Score","Rank"
"Louisiana-Lafayette",4.25971378562404,7,0.608530540803434,170,165,195,3.17956392399988,3.82043607600012,1.14367672528177,85
"Louisiana-Monroe",4.79781776318415,8,0.599727220398018,168,181,339,2.41676496032602,5.58323503967398,0.74275439650807,122
"Louisiana Tech",5.90632301459665,9,0.656258112732962,190,396,269,6.22043602799484,2.77956397200516,1.38231911733219,52
"Louisville",4.05855878590794,8,0.507319848238492,107,400,184,6.43948703974421,1.56051296025579,1.84084228852214,7
"LSU",3.26403429800148,7,0.466290614000211,81,209,105,4.98831432389298,2.01168567610702,1.80270248062588,9
"Marshall",4.60762812322333,8,0.575953515402917,153,241,277,3.10429856934884,4.89570143065116,0.938411503758875,110
"Maryland",4.43564179818295,8,0.554455224772869,140,261,186,4.83603311942498,3.16396688057502,1.39284343190796,48
"Massachusetts",5.11150117936989,9,0.567944575485543,149,200,277,3.16042227494265,5.83957772505735,0.790629598345784,118
"Memphis",4.74343835164355,8,0.592929793955444,161,299,217,4.91075831318714,3.08924168681286,1.37305016116592,54
"Miami (FL)",3.79102270745311,8,0.473877838431639,89,263,151,4.99474569866784,3.00525430133216,1.5130989630599,31
"Miami (OH)",4.64493489907745,9,0.516103877675272,116,188,231,3.59097762581102,5.40902237418898,0.938149263015694,111
"Michigan",3.50062842066491,8,0.437578552583114,62,373,93,7.19063998373986,0.809360016260136,2.09837182017643,2
"Michigan State",3.13528921786636,8,0.391911152233295,44,185,240,2.95772081925405,5.04227918074595,1.0858094294048,95
"Middle Tennessee",5.02607696816598,8,0.628259621020748,180,324,239,5.10976876401033,2.89023123598967,1.38747294680642,50
"Minnesota",4.16412900170357,8,0.520516125212946,119,257,177,5.10169829168242,2.89830170831758,1.49319882453224,35
"Mississippi State",3.17094164232766,7,0.452991663189665,71,187,199,3.27408458267185,3.72591541732815,1.32622150537324,59
"Missouri",3.57494253219828,8,0.446867816524785,67,265,243,3.26647299915442,4.73352700084558,1.1080408100884,91
"Navy",3.79691858564307,7,0.542416940806152,135,248,202,4.13858958139227,2.86141041860773,1.48379765596259,36
"Nebraska",3.84537890119435,8,0.480672362649294,93,256,147,5.86728393933559,2.13271606066442,1.72443899900918,15
"Nevada",5.53769966972144,8,0.692212458715181,199,180,220,3.16887682451833,4.83112317548167,0.838297124238985,115
"New Mexico",5.31837060974623,8,0.664796326218278,194,308,258,4.59263952745456,3.40736047254544,1.22165393246994,75
"New Mexico State",4.06227120696413,8,0.507783900870516,108,191,343,2.17349200608137,5.82650799391863,0.773879477474408,119
"North Carolina",3.78264779891054,8,0.472830974863817,88,260,216,4.69394345195713,3.30605654804287,1.43894526495005,43
"North Carolina State",3.7718627585704,8,0.4714828448213,84,214,187,4.67143525922917,3.32856474077083,1.43466634681057,44
"North Texas",4.74763842275686,8,0.593454802844608,162,207,221,3.64091685713793,4.35908314286207,1.05506478826446,99
"Northern Illinois",3.37392453678151,8,0.421740567097688,56,235,268,3.44392749111303,4.55607250888697,1.17753168250515,82
"Northwestern",2.53234848293085,8,0.316543560366356,19,201,177,4.29246918778434,3.70753081221566,1.49486411340431,34
"Notre Dame",3.96816857098916,8,0.496021071373645,102,242,221,3.79801468089868,4.20198531910132,1.19177297567561,80
"Ohio",5.84875045560656,9,0.649861161734063,188,259,220,5.49126287024985,3.50873712975016,1.2266775888322,74
"Ohio State",3.09813291348351,8,0.387266614185439,42,341,121,6.35773441380412,1.64226558619588,1.94045736609017,5
"Oklahoma",3.92587026377904,8,0.49073378297238,100,363,260,5.00958140952016,2.99041859047984,1.49995194623224,33
"Oklahoma State",4.23167135262167,8,0.528958919077709,125,325,212,5.36444757702244,2.63555242297756,1.55044335200248,28
"Old Dominion",4.91466542227446,8,0.614333177784308,173,259,233,4.47785328710669,3.52214671289331,1.24342052081695,70
"Ole Miss",3.01803331593033,8,0.377254164491291,38,288,260,4.36638960859078,3.63361039140922,1.45263361448099,41
"Oregon",3.05516016448137,8,0.381895020560171,40,324,338,4.01693429535198,3.98306570464802,1.36062893010241,57
"Oregon State",2.66940131050828,8,0.333675163813536,25,199,261,2.99252568666384,5.00747431333616,1.15274663467701,84
"Penn State",2.77700035588142,8,0.347125044485177,28,269,216,4.97468235297278,3.02531764702722,1.6348359205826,21
"Pittsburgh",3.74806347463948,8,0.468507934329935,83,305,259,4.85358648063376,3.14641351936624,1.48317906265309,37
"Purdue",4.09349721207789,8,0.511687151509736,112,203,295,2.92136060493906,5.07863939506094,0.956943376549611,108
"Rice",4.05666085457652,8,0.507082606822065,106,195,320,2.09002442538193,5.90997557461807,0.753713876348,121
"Rutgers",2.95110212475951,8,0.368887765594939,34,148,298,2.33735930917273,5.66264069082727,0.953742438522825,109
"San Diego State",5.70203613575727,8,0.712754516969659,201,267,136,6.37652786475638,1.62347213524362,1.61966782604402,23
"San Jose State",5.37875920729328,9,0.597639911921476,164,208,316,2.92699945113101,6.07300054886899,0.709062523285043,124
"SMU",3.64345491861757,8,0.455431864827196,72,212,243,3.71774024197447,4.28225975802553,1.212293572491,76
"South Alabama",4.24213989006689,8,0.530267486258362,127,177,191,3.40365368946039,4.59634631053961,1.05893631293132,98
"South Carolina",3.58483939231117,8,0.448104924038896,68,142,170,3.25343404641324,4.74656595358676,1.103543964389,92
"South Florida",5.04441645750099,9,0.56049071750011,146,391,272,6.21750016355416,2.78249983644584,1.47743409824489,38
"Southern Miss",4.86208796110178,8,0.607760995137722,169,275,221,4.77726757197496,3.22273242802504,1.3248462746806,62
"Stanford",2.64566503111592,8,0.33070812888949,23,153,152,4.51748256625766,3.48251743374234,1.53695288949951,29
"Syracuse",3.72779168455846,8,0.465973960569807,80,213,253,3.71289577820829,4.28710422179171,1.20054036080685,77
"TCU",4.58361008014071,8,0.572951260017589,150,275,241,4.43647264730819,3.56352735269181,1.27445727863404,68
"Temple",4.71798479579004,9,0.52422053286556,122,304,204,5.79776151307765,3.20223848692235,1.42042902721799,47
"Tennessee",2.34253169835819,8,0.292816462294774,14,234,233,4.33928148623315,3.66071851376685,1.5302942860881,30
"Texas",3.55273302337688,8,0.44409162792211,66,288,262,4.52763232385582,3.47236767614418,1.42610682986643,46
"Texas A&M",3.61631268458877,8,0.452039085573597,70,307,158,5.77238123817934,2.22761876182066,1.72934660079582,13
"Texas State",4.38816845451423,7,0.626881207787747,178,168,285,2.02577569986295,4.97422430013705,0.795672279972618,117
"Texas Tech",4.24262193086538,8,0.530327741358173,128,379,331,4.41865386562408,3.58134613437592,1.31262610187243,64
"Toledo",5.12698188670185,8,0.640872735837731,185,315,188,5.94616263144064,2.05383736855936,1.58395829884701,25
"Troy",4.35958547177827,7,0.622797924539753,177,263,139,5.20124702274421,1.79875297725579,1.70703308404383,17
"Tulane",4.61062355113567,8,0.576327943891959,154,227,221,3.34462825221247,4.65537174778753,0.998119495985741,105
"Tulsa",4.33240877698205,8,0.541551097122756,134,337,255,5.05202518817958,2.94797481182043,1.45974557674672,40
"UCF",4.15427306976538,8,0.519284133720673,118,249,197,4.68592792518379,3.31407207481621,1.39048822439986,49
"UCLA",3.01830307128278,8,0.377287883910347,39,227,214,4.03155121126884,3.96844878873116,1.36889029573144,55
"UNLV",5.79968583690008,9,0.644409537433342,186,275,288,3.7546091334358,5.2453908665642,0.846206160507574,114
"USC",2.86125000934809,8,0.357656251168511,31,243,192,4.73279379136797,3.26720620863203,1.56383257349806,27
"Utah",4.42942244347305,9,0.492158049274783,101,263,204,5.68906064260694,3.31093935739306,1.42833576181528,45
"Utah State",4.19126075262034,8,0.523907594077542,121,191,210,3.49727720271926,4.50272279728074,1.08870208342685,94
"UTEP",4.50123339896806,8,0.562654174871007,147,167,306,1.93292080937913,6.06707919062087,0.658866404298357,128
"UTSA",5.0918077375422,8,0.636475967192775,183,236,215,4.30551720657577,3.69448279342423,1.17819371127575,81
"Vanderbilt",3.82580594349806,8,0.478225742937258,92,166,171,3.50330189370939,4.49669810629061,1.13589010731467,87
"Virginia",2.95737483898022,8,0.369671854872527,35,209,261,2.98203647191052,5.01796352808948,1.11412763992968,90
"Virginia Tech",3.79133252272671,8,0.473916565340839,90,290,161,5.65873240344156,2.34126759655844,1.67905691234413,20
"Wake Forest",4.32679453079381,8,0.540849316349227,133,165,146,4.47277516596116,3.52722483403884,1.31563485196565,63
"Washington",4.34412025342207,8,0.543015031677759,137,369,126,7.02530701005956,0.974692989940439,1.95160209766171,4
"Washington State",3.08622833560924,8,0.385778541951155,41,318,215,5.34050828891099,2.65949171108901,1.68763890710118,18
"West Virginia",3.48511205515674,7,0.497873150736678,103,218,144,4.83454875314954,2.16545124685046,1.727186923677,14
"Western Kentucky",4.09750456616282,8,0.512188070770352,114,324,232,4.98522387444266,3.01477612555734,1.47240827466489,39
"Western Michigan",4.78718673692926,8,0.598398342116157,166,355,154,6.57654056562558,1.42345943437442,1.78402717611482,11
"Wisconsin",2.57611073394232,8,0.32201384174279,21,193,117,5.2107989231416,2.7892010768584,1.71897626586719,16
"Wyoming",4.26300481483037,8,0.532875601853797,130,271,240,4.64002935133918,3.35997064866082,1.36542211280558,56
