"Team","Expected.Wins","Games","Average.Expected.Wins","SoS.Rank","Points.For","Points.Against","Py.Wins","Py.Losses","Wins.Over","Rank"
"UNLV",5.79968583690008,9,0.644409537433342,186,275,288,3.7546091334358,5.2453908665642,-2.04507670346428,119
"USC",2.86125000934809,8,0.357656251168511,31,243,192,4.73279379136797,3.26720620863203,1.87154378201988,18
"Utah",4.42942244347305,9,0.492158049274783,101,263,204,5.68906064260694,3.31093935739306,1.25963819913389,29
"Utah State",4.19126075262034,8,0.523907594077542,121,191,210,3.49727720271926,4.50272279728074,-0.693983549901081,96
"UTEP",4.50123339896806,8,0.562654174871007,147,167,306,1.93292080937913,6.06707919062087,-2.56831258958893,127
"UTSA",5.0918077375422,8,0.636475967192775,183,236,215,4.30551720657577,3.69448279342423,-0.786290530966427,99
"Vanderbilt",3.82580594349806,8,0.478225742937258,92,166,171,3.50330189370939,4.49669810629061,-0.322504049788669,84
"Virginia",2.95737483898022,8,0.369671854872527,35,209,261,2.98203647191052,5.01796352808948,0.0246616329302993,72
"Virginia Tech",3.79133252272671,8,0.473916565340839,90,290,161,5.65873240344156,2.34126759655844,1.86739988071485,19
"Wake Forest",4.32679453079381,8,0.540849316349227,133,165,146,4.47277516596116,3.52722483403884,0.145980635167346,65
"Washington",4.34412025342207,8,0.543015031677759,137,369,126,7.02530701005956,0.974692989940439,2.68118675663749,5
"Washington State",3.08622833560924,8,0.385778541951155,41,318,215,5.34050828891099,2.65949171108901,2.25427995330175,11
"West Virginia",3.48511205515674,7,0.497873150736678,103,218,144,4.83454875314954,2.16545124685046,1.3494366979928,26
"Western Kentucky",4.09750456616282,8,0.512188070770352,114,324,232,4.98522387444266,3.01477612555734,0.88771930827984,44
"Western Michigan",4.78718673692926,8,0.598398342116157,166,355,154,6.57654056562558,1.42345943437442,1.78935382869632,21
"Wisconsin",2.57611073394232,8,0.32201384174279,21,193,117,5.2107989231416,2.7892010768584,2.63468818919928,6
"Wyoming",4.26300481483037,8,0.532875601853797,130,271,240,4.64002935133918,3.35997064866082,0.377024536508805,55
