"Team","Previous.Score","Score","Rank"
"Kansas State",1631.04142840133,1631.04142840133,62
"Kent State",1536.39485059093,1536.39485059093,88
"Kentucky",1644.66741127082,1644.66741127082,55
"Louisiana-Lafayette",1471.30000238163,1471.30000238163,108
"Louisiana-Monroe",1349.24553035857,1349.24553035857,119
"Louisiana Tech",1655.0290769865,1655.0290769865,54
"Louisville",1986.0246309903,1986.0246309903,6
"LSU",1845.70412455701,1845.70412455701,17
"Marshall",1343.37983870532,1343.37983870532,121
"Maryland",1640.31841899427,1640.31841899427,60
"Massachusetts",1353.77145296569,1353.77145296569,117
"Memphis",1592.90988709404,1592.90988709404,77
"Miami (FL)",1726.40471520078,1726.40471520078,41
"Miami (OH)",1514.52028584725,1514.52028584725,100
"Michigan",2205.01250803391,2205.01250803391,2
"Michigan State",1516.71283635161,1516.71283635161,96
"Middle Tennessee",1670.34332274161,1670.34332274161,48
"Minnesota",1755.25154252991,1755.25154252991,32
"Mississippi State",1612.90525590877,1612.90525590877,69
"Missouri",1537.12306894036,1537.12306894036,86
"Navy",1662.51602198096,1662.51602198096,52
"Nebraska",1884.90438182381,1884.90438182381,10
"Nevada",1374.85819508512,1374.85819508512,114
"New Mexico",1563.99131236828,1563.99131236828,80
"New Mexico State",1352.98418503817,1352.98418503817,118
"North Carolina",1713.72584615707,1713.72584615707,43
"North Carolina State",1704.90106071885,1704.90106071885,45
"North Texas",1521.07118485466,1521.07118485466,94
"Northern Illinois",1529.87045899298,1529.87045899298,91
"Northwestern",1783.95630588481,1783.95630588481,25
"Notre Dame",1610.49056789527,1610.49056789527,72
"Ohio",1622.25145639275,1622.25145639275,66
"Ohio State",1997.22709547412,1997.22709547412,5
"Oklahoma",1732.24368613832,1732.24368613832,39
"Oklahoma State",1829.27773712523,1829.27773712523,19
"Old Dominion",1600.77270741191,1600.77270741191,75
"Ole Miss",1675.55908941685,1675.55908941685,47
"Oregon",1701.31243627792,1701.31243627792,46
"Oregon State",1576.73858854484,1576.73858854484,79
"Penn State",1865.98303869074,1865.98303869074,14
"Pittsburgh",1753.57448956143,1753.57448956143,34
"Purdue",1428.71526563813,1428.71526563813,111
"Rice",1327.1627378605,1327.1627378605,124
"Rutgers",1516.07693036114,1516.07693036114,99
"San Diego State",1731.29262374292,1731.29262374292,40
"San Jose State",1357.49854064161,1357.49854064161,116
"SMU",1623.42938460852,1623.42938460852,65
"South Alabama",1527.73244941846,1527.73244941846,92
"South Carolina",1516.43885587567,1516.43885587567,97
"South Florida",1752.19054784313,1752.19054784313,35
"Southern Miss",1602.29100091992,1602.29100091992,74
"Stanford",1778.11365932086,1778.11365932086,26
"Syracuse",1538.26217877473,1538.26217877473,85
"TCU",1641.00915731068,1641.00915731068,58
"Temple",1738.01284061532,1738.01284061532,38
"Tennessee",1883.39663555328,1883.39663555328,12
"Texas",1644.12431060311,1644.12431060311,56
"Texas A&M",2012.1049898456,2012.1049898456,4
"Texas State",1237.73513575125,1237.73513575125,127
"Texas Tech",1580.68875823085,1580.68875823085,78
"Toledo",1756.09959334782,1756.09959334782,31
"Troy",1815.49486283621,1815.49486283621,21
"Tulane",1495.51154552378,1495.51154552378,102
"Tulsa",1753.98145141977,1753.98145141977,33
"UCF",1666.5339544679,1666.5339544679,49
"UCLA",1663.37673735054,1663.37673735054,51
"UNLV",1384.78372994101,1384.78372994101,112
"USC",1788.36888833296,1788.36888833296,24
"Utah",1748.68672341236,1748.68672341236,36
"Utah State",1545.3629314723,1545.3629314723,84
"UTEP",1349.02577248794,1349.02577248794,120
"UTSA",1555.99381283344,1555.99381283344,82
"Vanderbilt",1612.06376002879,1612.06376002879,71
"Virginia",1547.16651671821,1547.16651671821,83
"Virginia Tech",1799.84581243156,1799.84581243156,23
"Wake Forest",1628.82473009185,1628.82473009185,63
"Washington",2096.3121346597,2096.3121346597,3
"Washington State",1862.85835655031,1862.85835655031,15
"West Virginia",1773.90728292566,1773.90728292566,28
"Western Kentucky",1720.42141903511,1720.42141903511,42
"Western Michigan",1948.7507726057,1948.7507726057,8
"Wisconsin",1883.67658601047,1883.67658601047,11
"Wyoming",1739.81214156776,1739.81214156776,37
