"Team","Expected.Wins","Games","Average.Expected.Wins","SoS.Rank","Points.For","Points.Against","Py.Wins","Py.Losses","Wins.Over","Rank"
"Louisville",3.089017187163,6,0.514836197860499,112,314,146,4.83034371885481,1.16965628114519,1.74132653169181,15
"LSU",2.88286567716223,6,0.480477612860372,94,171,84,4.18524946795654,1.81475053204346,1.30238379079431,27
"Marshall",3.33579681840336,6,0.55596613640056,136,203,226,2.45564593526927,3.54435406473073,-0.880150883134083,104
"Maryland",3.40778559844176,6,0.567964266406959,142,197,127,3.66094830482963,2.33905169517037,0.253162706387872,58
"Massachusetts",3.50458109369419,7,0.500654441956313,103,138,233,1.82560835044336,5.17439164955664,-1.67897274325083,121
"Memphis",3.86132766667043,6,0.643554611111738,179,241,116,4.4664976748372,1.5335023251628,0.60517000816677,48
"Miami (FL)",3.01397801567659,6,0.502329669279432,104,220,84,4.4362578891318,1.5637421108682,1.4222798734552,21
"Miami (OH)",3.53772782262874,7,0.505389688946963,107,120,190,2.04136032314742,4.95863967685258,-1.49636749948132,118
"Michigan",2.40918122023673,6,0.401530203372789,59,300,62,5.52475854472549,0.475241455274507,3.11557732448876,2
"Michigan State",2.65863404148624,6,0.44310567358104,72,145,180,2.40939329227994,3.59060670772006,-0.249240749206295,85
"Middle Tennessee",3.94107125667913,6,0.656845209446522,182,231,159,3.92977313534504,2.07022686465496,-0.0112981213340864,74
"Minnesota",2.91451727879163,6,0.485752879798605,96,183,128,3.68214150454289,2.31785849545711,0.767624225751259,42
"Mississippi State",2.92608263931047,6,0.487680439885078,97,149,159,2.80443848777535,3.19556151222465,-0.121644151535118,80
"Missouri",2.49001182181757,6,0.415001970302928,62,199,157,2.61050824060448,3.38949175939552,0.12049641878691,64
"Navy",2.63593304647982,5,0.527186609295964,120,161,122,3.00011306887918,1.99988693112082,0.364180022399359,53
"Nebraska",2.78659356702543,6,0.464432261170905,87,212,110,4.71323870924846,1.28676129075154,1.92664514222303,12
"Nevada",5.40985592764104,7,0.772836561091577,198,146,178,2.79152473987321,4.20847526012679,-2.61833118776783,128
"New Mexico",3.89917103896112,6,0.649861839826853,181,221,220,2.97827927420095,3.02172072579905,-0.920891764760167,105
"New Mexico State",3.7166885408489,6,0.619448090141483,169,162,269,1.73979269996744,4.26020730003256,-1.97689584088146,122
"North Carolina",2.94102903286408,7,0.420147004694869,63,225,202,3.79627258829019,3.20372741170981,0.855243555426103,36
"North Carolina State",3.15638781461913,6,0.526064635769855,119,187,112,4.36166050414507,1.63833949585493,1.20527268952594,30
"North Texas",3.98908252207166,6,0.664847087011943,185,155,172,2.61821922848463,3.38178077151537,-1.37086329358703,115
"Northern Illinois",2.33824622061786,7,0.33403517437398,30,191,261,2.45658554958395,4.54341445041605,0.118339328966085,65
"Northwestern",1.76085204428982,6,0.293475340714969,20,157,139,3.11683412966153,2.88316587033847,1.35598208537172,24
"Notre Dame",3.34368089726982,7,0.477668699609974,92,212,194,3.23591093314248,3.76408906685752,-0.107769964127339,79
"Ohio",4.8782421310476,7,0.696891733006799,189,214,184,4.1991045927916,2.8008954072084,-0.679137538255994,99
"Ohio State",2.71043885153981,6,0.451739808589968,81,296,77,5.32982247551164,0.670177524488364,2.61938362397183,4
"Oklahoma",2.04876572758406,6,0.341460954597343,32,241,198,3.44451087567954,2.55548912432046,1.39574514809548,23
"Oklahoma State",2.96142531689644,6,0.493570886149407,99,244,172,3.68692123191973,2.31307876808027,0.725495915023288,47
"Old Dominion",3.65550381412632,6,0.609250635687721,164,204,153,3.65614740350089,2.34385259649911,0.00064358937456177,73
"Ole Miss",2.23765880995618,6,0.372943134992697,45,238,182,3.85127549633693,2.14872450366307,1.61361668638075,19
"Oregon",1.94369081053038,6,0.323948468421729,26,221,251,2.81561148879813,3.18438851120187,0.871920678267751,35
"Oregon State",2.37081867545294,6,0.395136445908824,56,151,185,2.45351955269859,3.54648044730141,0.0827008772456459,69
"Penn State",2.15482464959893,6,0.359137441599821,39,183,171,3.49162683262618,2.50837316737382,1.33680218302726,25
"Pittsburgh",3.58417439190512,7,0.512024913129303,111,269,220,4.40087007211988,2.59912992788012,0.816695680214759,39
"Purdue",3.63370084596167,6,0.605616807660279,162,165,206,2.65181280730928,3.34818719269072,-0.981888038652392,107
"Rice",2.79469043996831,6,0.465781739994718,88,114,215,1.33376840372776,4.66623159627224,-1.46092203624055,117
"Rutgers",2.66808559577535,7,0.381155085110764,50,116,264,1.87321773024491,5.12678226975509,-0.794867865530437,100
"San Diego State",4.30744293625457,6,0.717907156042428,193,185,120,4.44359458785225,1.55640541214775,0.13615165159768,63
"San Jose State",4.6758467000419,7,0.667978100005986,186,175,250,2.29586657345625,4.70413342654375,-2.37998012658565,127
"SMU",2.88017389862107,6,0.480028983103512,93,139,196,2.26037353372539,3.73962646627461,-0.619800364895678,98
"South Alabama",3.45003823581944,6,0.575006372636573,147,143,153,2.41716689085694,3.58283310914306,-1.0328713449625,110
"South Carolina",2.86283884564038,6,0.477139807606729,90,84,121,2.06192076715829,3.93807923284171,-0.800918078482088,102
"South Florida",4.36337843347162,7,0.623339776210232,170,309,181,5.36627935686073,1.63372064313927,1.00290092338911,33
"Southern Miss",4.28860050554389,7,0.612657215077699,166,251,207,3.9952569977075,3.0047430022925,-0.293343507836397,86
"Stanford",1.72169708611209,6,0.286949514352015,19,114,132,3.40752892111099,2.59247107888901,1.6858318349989,17
"Syracuse",3.05336154646831,7,0.43619450663833,68,185,233,3.02346934317959,3.97653065682041,-0.0298922032887217,76
"TCU",3.85801856643716,6,0.643003094406193,178,241,180,3.95367306486323,2.04632693513677,0.0956544984260694,67
"Temple",3.7930041799978,7,0.541857739999685,128,224,161,4.15706195623418,2.84293804376582,0.364057776236386,54
"Tennessee",1.81257340512063,7,0.258939057874375,15,213,209,3.91774506408533,3.08225493591468,2.1051716589647,6
"Texas",3.14773412188659,6,0.524622353647765,117,232,204,3.58892753811654,2.41107246188346,0.441193416229944,50
"Texas A&M",2.68334843109539,6,0.447224738515899,76,241,115,4.6762119097829,1.3237880902171,1.99286347868751,9
"Texas State",3.45549875191656,6,0.57591645865276,149,165,258,2.02032974994804,3.97967025005196,-1.43516900196852,116
"Texas Tech",3.32604762762066,6,0.55434127127011,135,293,241,3.41535845284294,2.58464154715706,0.0893108252222818,68
"Toledo",3.89196585646738,6,0.648660976077897,180,258,140,4.74295570306307,1.25704429693693,0.85098984659569,38
"Troy",3.77954961462741,6,0.629924935771235,173,235,118,4.53710524998099,1.46289475001901,0.757555635353579,44
"Tulane",3.60690947323863,6,0.601151578873105,159,169,136,2.72763080884233,3.27236919115767,-0.879278664396301,103
"Tulsa",3.30598615457787,6,0.550997692429646,134,228,198,3.4080103531162,2.5919896468838,0.102024198538325,66
"UCF",3.46443119769744,6,0.57740519961624,150,201,150,3.60977166457498,2.39022833542502,0.145340466877539,61
"UCLA",2.3995876524624,7,0.342798236066057,35,182,162,3.61638713093124,3.38361286906876,1.21679947846885,29
"UNLV",4.30525657450379,7,0.615036653500542,168,228,216,3.19028179132923,3.80971820867077,-1.11497478317456,113
"USC",2.27639602513044,7,0.325199432161492,27,198,168,3.91674516087958,3.08325483912042,1.64034913574914,18
"Utah",4.00600133094394,7,0.572285904420563,144,187,128,4.75138089451123,2.24861910548877,0.74537956356729,45
"Utah State",2.97297694498675,6,0.495496157497791,100,140,150,2.61141426071477,3.38858573928523,-0.361562684271977,89
"UTEP",3.43906727391697,6,0.573177878986162,146,94,226,1.11342990263761,4.88657009736239,-2.32563737127936,124
"UTSA",3.6544304343276,6,0.6090717390546,163,156,146,3.03472873378532,2.96527126621468,-0.619701700542274,97
"Vanderbilt",3.18635701438965,7,0.455193859198521,84,131,154,2.65627642989977,4.34372357010023,-0.53008058448988,95
"Virginia",2.21537360612055,6,0.369228934353425,43,170,194,2.52193784372646,3.47806215627354,0.306564237605915,56
"Virginia Tech",3.46945072620278,6,0.578241787700463,152,214,109,4.23204036924768,1.76795963075232,0.762589643044905,43
"Wake Forest",3.49888689956637,7,0.499840985652339,102,152,125,4.22982784383325,2.77017215616675,0.730940944266876,46
"Washington",3.42505729897551,6,0.570842883162584,143,297,85,5.48857162349915,0.511428376500851,2.06351432452364,7
"Washington State",1.78433845124351,6,0.297389741873918,21,246,152,4.18391204490458,1.81608795509542,2.39957359366107,5
"West Virginia",2.69502776646725,5,0.53900555329345,126,164,97,3.69791017984013,1.30208982015987,1.00288241337288,34
"Western Kentucky",3.10978091738977,6,0.518296819564962,115,213,205,3.09242740222034,2.90757259777966,-0.0173535151694302,75
"Western Michigan",3.93964053884155,7,0.562805791263078,138,310,123,5.86904729894181,1.13095270105819,1.92940676010026,11
"Wisconsin",1.9979962533868,6,0.332999375564466,29,153,91,3.72032415432338,2.27967584567662,1.72232790093659,16
"Wyoming",3.10630977796567,6,0.517718296327611,114,199,178,3.47659399539705,2.52340600460295,0.370284217431383,52
